pmid,sentence,label
7919557,"We report a case of cough following the administration of quinapril, with complete resolution after changing to the alternative ACE inhibitor fosinopril in a patient with essential hypertension.",1
11779923,CONCLUSIONS: Intravenous followed by intra-arterial therapy is a promising approach to the treatment of severe acute ischemic stroke.,0
647693,Four patients receiving high-dose tamoxifen for greater than 1 year have demonstrated similar retinal changes.,1
8672829,OBJECTIVE: To describe a patient with ifosfamide-induced nonconvulsive status epilepticus.,1
19897274,Interstitial pneumonia probably associated with sorafenib treatment: An alert of an adverse event.,1
18421192,"Pancreatic autoantibody tests were negative before the start of therapy, but a significant increase in glutamic acid decarboxylase (GAD) antibody titer was seen after 24 weeks of treatment.",0
9360190,Twenty-one days of magnesium sulfate tocolysis were performed on a 28-year-old woman because of preterm labor at 31 weeks gestation.,0
8523340,Mean duration of therapy was 5.5 yrs.,0
18071101,"Although adverse effects are usually mild, the author reports here a case of leucocytopenia and thrombocytopenia with quetiapine treatment that required its discontinuation.",1
16140721,"We report a case of biopsy-proven BO after bone marrow transplantation in a child who, after failed corticosteroid therapy, was treated with infliximab, a monoclonal antibody with binding specificity for human tumor necrosis factor-alpha.",0
16765687,PURPOSE: Topiramate-induced angle-closure glaucoma (TiACG) is believed to be related to its sulfonamide moiety.,1
19567656,Her mood improved significantly.,0
12503933,"Although isradipine has been associated with hepatocellular injury, there are no reports of fulminant liver failure with this agent, and our patient had been treated for >2 years without signs of toxicity.",1
3753891,"In addition to the recognized arrhythmic complications, the authors emphasize myocardial necrosis as a possible further manifestation of amsacrine-related cardiotoxicity.",1
16006279,"Unfortunately, the patient went to another hospital located in the small city where she lived, and all remaining doses of the total course of treatment were administered over the next 5 consecutive days, with no interruption in therapy.",0
1868481,"Two children, 1 with idiopathic nephrotic syndrome and 1 with endo-extracapillary glomerulonephritis, presented an episode of seizures and transient blindness at different times after i.v. pulse methylprednisolone (IVPMP) treatment.",1
7312737,At delivery the umbilical cord plasma concentration was similar to that in the maternal venous plasma.,0
7588826,A case of intravenous catheter-related cutaneous aspergillosis and Aspergillus fumigatus fungemia in an HIV-positive patient with Burkitt-cell acute lymphocytic leukemia is reported.,0
9674820,These events resulted from transitioning headache patients from an older antidepressant (phenelzine) to a newer antidepressant (venlafaxine).,0
15588385,Acute hepatic failure is a rare and potentially lethal complication of propylthiouracil (PTU) use for hyperthyroidism.,1
17675030,Clinical profile of oxcarbazepine-related angioneurotic edema: case report and review.,1
16313549,Symptomatic hypocalcaemia and renal impairment associated with bisphosphonate treatment in patients with multiple myeloma.,1
9951514,"Retrospective reanalysis of the radiation therapy technique, with emphasis on the doses received by the optic pathway structures, was performed.",0
6405633,"In both, metoprolol produced objective and subjective improvement of the tremor without producing bronchospasm.",0
9634122,This case illustrates the potential decoupling of PSA response from disease status in flutamide withdrawal.,1
1565190,Leishmaniasis: a rare cause of unexplained fever in a renal graft recipient.,0
2116935,Thrombolytic therapy with tissue plasminogen activator (tPA) for acute myocardial infarction may result in major bleeding complications such as gastrointestinal or intracranial bleeding.,1
16167682,She died within six weeks of developing congestive heart failure coupled with liver failure due to haemosiderosis despite regular use of desferrioxamine.,1
20437127,Two patients are alive at 16.4 and 22.5 months after initial treatment.,0
2347102,We report on a case associated with atenolol.,0
14632592,"In our patient, an objective causality scale showed that therapeutic doses of colchicine for FMF were the definite cause of myopathy, even though his renal and hepatic function were normal.",1
2417800,Autopsy findings were consistent with bleomycin and oxygen-induced pulmonary damage.,1
11302479,She developed a severe urticarial rash 3 weeks following initiation of therapy with Enoxaparin.,1
15685264,Carbamazepine toxicity following Oxybutynin and Dantrolene administration: a case report.,1
8579054,Prolonged used of hydroxyurea in patients with ET may lead to therapy-associated acute leukemia.,1
17634699,Severe abdominal colic because of lead poisoning is an uncommon condition in adults.,0
10473079,These data further suggest that degradation by the ubiquitin-proteosome-mediated system plays a role in the elimination of the DPD protein.,0
17364199,"An aqueous humor tap was performed and sent for polymerase chain reaction analyses of Herpes simplex, Herpes zoster, and Mycobacterium tuberculosis (MT).",0
19669617,"A 65-year-old female patient presented with jaundice followed 2 days later by severe dyspnea and tachypnea which worsened when patient was lying flat, 1 week after the fourth dose of adalimumab.",1
10907391,Phantom limb pain as a manifestation of paclitaxel neurotoxicity.,1
3601339,"The pupil dilated more widely following this procedure, resulting in an improvement in the patient's visual field.",0
1190276,Inadvertent injection of corticosteroid into the choroidal vasculature.,0
16466333,"No hemodynamic instability or cardiac or renal sequelae were associated with the large, inadvertent bolus in our patient.",0
15996745,We believe this to be the first culture-proven case of L. micdadei PVE reported in the literature.,0
6414095,A case report.,0
8579054,"The first case had cytogenetic changes in the bone marrow suggestive of therapy-associated leukemia, and the second developed myelodysplastic syndrome on therapy which was likely chemotherapy-induced and led to acute leukemia.",0
12841813,"Addition of over-the-counter medications, herbal products, vitamins, or dietary changes was denied.",0
15756579,RESULTS: Calciferous burning agents and corneal calcification are correlated (P<0.01).,0
18344734,Photo-onycholysis associated with drugs is an uncommon disorder.,0
2643458,"Hyperglycemia induced by the first product improved after the substitution, suggesting that the Erwinia enzyme may be less diabetogenic than the E. coli enzyme.",0
9828807,"PTX (800 mg d-1) and vit-E (1000 U d-1), orally administered daily for 18 months, were well tolerated.",0
